Corrected.Collector.Collection.Number,Collector.Collection.Number,Collector,Collection.Number,Occupancy.Adults,Occupancy.Seedling,Observation,Phenotypic.group,Cuatrecasas.Taxa,Pineda.Group,Species.Taxa.Assignment.For.Occupancy.Analysis,Comment.Species.Taxa.Assignment.For.Occupancy.Analysis,Longitude,Latitude,Altitude,Length.Lamina.1,Length.Lamina.2,Length.Lamina.3,Width.Lamina.1,Width.Lamina.2,Width.Lamina.3,Length.Synflorescence.Axis.1,Length.Synflorescence.Axis.2,Length.Synflorescence.Axis.3,Perimeter.Synflorescence.Axis.1,Perimeter.Synflorescence.Axis.2,Perimeter.Synflorescence.Axis.3,Number.Pairs.Sterile.Leaves.Per.Synflorescence.1,Number.Pairs.Sterile.Leaves.Per.Synflorescence.2,Number.Pairs.Sterile.Leaves.Per.Synflorescence.3,Number.Capitula.Per.Synflorescence.1,Number.Capitula.Per.Synflorescence.2,Number.Capitula.Per.Synflorescence.3,Length.Cyme.Peduncle.Center.1,Length.Cyme.Peduncle.Center.2,Length.Cyme.Peduncle.Axial.1,Length.Cyme.Peduncle.Axial.2,Length.Cyme.Peduncle.Axial.3,Length.Cyme.Peduncle.Axial.4,Infructescence.Diameter.Capitulum.1,Infructescence.Diameter.Capitulum.2,Infructescence.Diameter.Capitulum.3,Infructescence.Diameter.Capitulum.4,Inflorescence.Diameter.Capitulum.1,Inflorescence.Diameter.Capitulum.2,Inflorescence.Diameter.Capitulum.3,Inflorescence.Diameter.Capitulum.4,Length.Sterile.Phyllary.1,Length.Sterile.Phyllary.2,Length.Sterile.Phyllary.3,Width.Sterile.Phyllary.1,Width.Sterile.Phyllary.2,Width.Sterile.Phyllary.3,Length.Ray.Flower.Corolla.1,Length.Ray.Flower.Corolla.2,Length.Ray.Flower.Corolla.3,Length.Disc.Flower.Corolla.1,Length.Disc.Flower.Corolla.2,Length.Disc.Flower.Corolla.3,Length.Disc.Flower.Tube.1,Length.Disc.Flower.Tube.2,Length.Disc.Flower.Tube.3,Is.Seedling,DNA.Sample,Type.Taxa,Cited.Cuatrecasas.Monograph.Taxa
Grabandt & Idrobo_239,Grabandt & Idrobo_239,Grabandt & Idrobo,239,No,Yes,,Not present,Espeletia argentea x grandiflora,Espeletia argentea x grandiflora,E. sp.,ver especimen si disponible,NA,NA,3050,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,15,NA,NA,3.64,NA,2.15,2.71,NA,NA,NA,NA,NA,NA,1.44,1.57,1.62,1.71,8.14,7.57,6.1,5.13,4.84,4.83,6.38,6.09,NA,1.22,1.06,NA,1.33,1.84,NA,NO,NA,NA,NA
Uribe-Uribe_6400,Uribe-Uribe_6400,Uribe-Uribe,6400,No,No,,Not present,TYPO_E. cabrerensis,E. cabrerensis,E. cabrerensis,,NA,NA,3200,44.2,57.2,NA,4.02,4.01,NA,95.2,NA,NA,2.1,1.8,NA,0,0,NA,33,NA,NA,1.91,NA,1.91,1.36,NA,NA,NA,NA,NA,NA,1.07,1.43,1.25,1.242,11.02,9.79,NA,5.32,2.39,NA,10.54,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,Espeletia.cabrerensis,NA
Cleef_8301,Cleef_8301,Cleef,8301,No,No,,2,TYPO_E. tapirophila,E. tapirophila,E. tapirophila,,NA,NA,3400,46.6,48.4,47.2,4.51,4.23,4.3,74.5,NA,NA,2,2.3,NA,4,NA,NA,18,10,NA,3.22,3.42,2.76,2.35,NA,NA,NA,NA,NA,NA,1.78,1.65,1.83,1.48,11.29,10.52,9.89,4.17,6.27,4.72,8.85,6.44,5.43,4.74,4.45,NA,1.38,2.03,NA,NO,NA,Espeletia tapirophila,NA
Cleff_8421,Cleff_8421,Cleef,8421,No,No,,Not present,TYPO_E. miradorensis,E. miradorensis,E. miradorensis,,NA,NA,3560,44.2,43.2,34.3,6.69,7.6,8.17,68.3,92.5,NA,4.1,3.2,NA,2,2,NA,19,14,NA,3.33,NA,2.28,1.84,NA,NA,NA,NA,NA,NA,3.06,2.62,2.53,3,28.38,24.8,NA,14.49,14.05,NA,14.19,12.52,12.03,NA,NA,NA,NA,NA,NA,NO,NA,Espeletia.miradorensis,NA
Cleff_1372,Cleff_1372,Cleef,1372,No,No,,Not present,TYPO_E. grandiflora var subnivalis,E. grandiflora var subnivalis,E. grandiflora var subnivalis,,NA,NA,3650,NA,NA,NA,NA,NA,NA,95.3,NA,NA,2.4,NA,NA,2,NA,NA,28,NA,NA,5.05,NA,3.62,3.98,NA,NA,NA,NA,NA,NA,1.3,2.02,1.08,1.89,12.3,NA,NA,7.33,NA,NA,10.61,7.4,NA,5.56,NA,NA,1.7,NA,NA,NO,NA,Espeletia.grandiflora.ssp.subnivalis,NA
Betancur_8093,Betancur_8093,Betancur,8093,No,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,,-74.213694,4.087278,3500,30.5,36.5,NA,4.41,4.99,NA,79,NA,NA,3.3,NA,NA,2,NA,NA,14,NA,NA,2.9,NA,1.8,1.51,NA,NA,NA,NA,NA,NA,2.11,2.11,2.43,NA,13.58,17.45,NA,7.42,11.58,NA,11.19,10.58,11.51,7.6,6.7,6.84,1.36,1.56,1.37,NO,NA,NA,NA
Cuatrecasas_7999-A,Cuatrecasas_7999-A,Cuatrecasas,7999-A,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,NA,NA,3100,NA,NA,NA,NA,NA,NA,109,NA,NA,3.6,NA,NA,0,NA,NA,20,NA,NA,2.86,NA,2.58,3.29,NA,NA,2.3,2.1,2.04,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Uribe_5537,Uribe_5537,Uribe,5537,No,No,,4,E. grandiflora,E. grandiflora,E. grandiflora,,NA,NA,3100,29.5,31,NA,4.34,4.87,NA,105,NA,NA,2.4,NA,NA,1,NA,NA,14,NA,NA,1.55,NA,1.09,NA,NA,NA,NA,NA,NA,NA,1.57,1.84,1.58,1.82,17.71,NA,NA,10.07,5.76,NA,12.84,11.63,11.94,5.9,5.78,6.74,1.25,1.4,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Betancur_6932,Betancur_6932,Betancur,6932,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,-74.333333,3.95,3600,NA,NA,NA,NA,NA,NA,92,NA,NA,3.1,NA,NA,0,0,NA,24,NA,NA,2.04,NA,NA,NA,NA,NA,2,1.87,1.99,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Vargas_2515,Vargas_2515,Vargas,2515,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,-74.234806,4.136694,3605,NA,NA,NA,6.5,7,NA,71,NA,NA,3.4,NA,NA,2,NA,NA,12,NA,NA,2.53,NA,2.93,NA,NA,NA,NA,NA,NA,NA,2.27,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Uribe_4505,Uribe_4505,Uribe,4505,No,No,,2,E. grandiflora,E. grandiflora,E. grandiflora,,NA,NA,NA,32.5,35,NA,5.04,3.81,NA,49,46.5,NA,1.9,2.5,NA,2,2,NA,15,10,NA,2.44,NA,1.04,1.64,NA,NA,NA,NA,NA,NA,2.03,2.15,1.66,1.86,12.96,12.87,NA,10.02,8.18,NA,11.61,11.67,11.95,7.91,8.78,7.95,2.63,2.59,2.35,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Cuatrecasa & Idrobo_26998,Cuatrecasa & Idrobo_26998,Cuatrecasa & Idrobo,26998,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3350,52,NA,NA,4.79,NA,NA,86.5,NA,NA,2.7,NA,NA,1,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Cuatrecasas_27094,Cuatrecasas_27094,Cuatrecasas,27094,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3810,31,NA,NA,3.97,3.34,NA,48.5,NA,NA,2,NA,NA,1,NA,NA,21,NA,NA,3.34,NA,3,2.85,NA,NA,2.25,2.18,2.3,NA,NA,NA,NA,NA,16.8,NA,NA,7.34,NA,NA,NA,NA,NA,7.83,NA,NA,1.81,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Uribe_4656,Uribe_4656,Uribe,4656,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3700,24.2,28.3,NA,3.19,3.88,NA,57,NA,NA,1.7,NA,NA,2,NA,NA,7,NA,NA,4.2,NA,2.14,NA,NA,NA,NA,NA,NA,NA,1.93,1.94,1.82,1.42,1.52,NA,NA,6.77,NA,NA,8.49,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Rangel_1710,Rangel_1710,Rangel,1710,No,No,,Not present,E. grandiflora,Hy_E. miradorensis x E. killipii,Hy_E. miradorensis x E. killipii,,NA,NA,3655,29,28.7,27,6.58,5.46,NA,57,NA,NA,2.5,NA,NA,0,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,1.51,1.81,1.79,12.06,NA,NA,6.2,NA,NA,7.76,8.47,7.98,5.36,3.86,NA,1.16,0.67,NA,NO,NA,NA,NA
Barclay & Juajibioy_6235,Barclay & Juajibioy_6235,Barclay & Juajibioy,6235,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3900,21,20.3,NA,2.55,NA,NA,54.5,NA,NA,2,NA,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,2.28,1.94,NA,NA,NA,10.49,10.88,10.61,5.78,4.61,6.98,11,9.53,NA,7.01,6.48,NA,1.77,2.11,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Barclay & Juajibioy_6236,Barclay & Juajibioy_6236,Barclay & Juajibioy,6236,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3900,17.3,17,NA,2.68,3.07,NA,59.5,NA,NA,1.9,NA,NA,1,NA,NA,5,NA,NA,2.42,NA,2.32,2.14,NA,NA,NA,NA,NA,NA,2.25,2.08,2.4,NA,15.2,NA,NA,5.22,NA,NA,10.83,10.43,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Garcia-Barriga_17176,Garcia-Barriga_17176,Garcia-Barriga,17176,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3500,24,24.5,24,2.82,2.72,2.63,60,26,64,1.6,1.5,NA,1,1,NA,10,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,2.16,1.86,NA,11.2,10.16,9.67,4.24,4.41,6.94,8.89,8.32,NA,6.04,6.03,5.89,1.94,1.43,1.99,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Garcia-Barriga_17193,Garcia-Barriga_17193,Garcia-Barriga,17193,No,No,,2,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3500,27,25,37,2.23,2.16,2.42,84,64,86.5,1.5,1.5,1.7,2,2,NA,12,9,NA,3.23,3.45,2.79,2.48,2.24,2.26,NA,NA,NA,NA,1.84,1.95,1.86,1.99,11.53,NA,NA,7.57,NA,NA,14.1,13.91,11.19,7.09,7.27,7.24,2.92,2.99,2.8,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Pedraza_302,Pedraza_302,Pedraza,302,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,-74.204722,4.276667,3500,20.5,27.5,30,2.83,NA,NA,74,NA,NA,1.2,NA,NA,1,3.1,NA,11,NA,NA,4.45,NA,3.66,NA,NA,NA,NA,NA,NA,NA,1.69,1.34,1.78,NA,11.54,NA,NA,7.35,NA,NA,9.18,8.8,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Pedraza_259,Pedraza_259,Pedraza,259,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,-74.204722,4.276667,3500,23,23.5,24,3.29,3.03,3.49,69.5,NA,NA,1.5,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,1.69,1.73,1.45,13.26,13.56,16.55,5.73,4.71,3.41,11.86,13.03,8.9,7.21,6.98,7.07,2.52,2.27,2.3,NO,NA,NA,NA
Pedraza_544,Pedraza_544,Pedraza,544,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,-74.21313888,4.2894444,3706,27,27.3,NA,3.6,4,NA,60,NA,NA,2.2,NA,NA,0,NA,NA,15,NA,NA,4.2,NA,4.21,4.23,NA,NA,NA,NA,NA,NA,1.61,1.33,1.65,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Betancur_6933,Betancur_6933,Betancur,6933,No,No,,Not present,E. miradorensis,E. miradorensis,E. miradorensis,,-74.333333,3.95,3600,42,NA,NA,6.5,NA,NA,63,NA,NA,4,NA,NA,2,NA,NA,13,NA,NA,3.73,NA,NA,NA,NA,NA,2.7,2.49,3.17,NA,NA,NA,NA,NA,23.7,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Diazgranados_3562,Diazgranados_3562,Diazgranados,3562,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,-73.99156,4.54987,3405,38,39,NA,3.81,4.23,NA,121,NA,NA,3.4,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,2.48,NA,NA,19.12,NA,NA,13.97,NA,NA,10,9.03,10.47,7.18,7.67,7.76,3.15,2.91,2.84,NO,NA,NA,NA
Cuatrecasa.? et al_25585,Cuatrecasa.? et al_25585,Cuatrecasas et al.,25585,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3450,NA,NA,NA,NA,NA,NA,76,NA,NA,2.3,NA,NA,1,NA,NA,9,NA,NA,3.11,NA,2.75,2.74,NA,NA,NA,NA,NA,NA,3.28,2.48,2.52,1.99,19.97,NA,NA,13.96,NA,NA,17.36,17.18,16.77,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Garcia-Barriga_8099,Garcia-Barriga_8099,Garcia-Barriga,8099,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3250,36,35,NA,6.13,5.48,5.39,NA,NA,NA,3.1,NA,NA,3,NA,NA,12,NA,NA,4,NA,3.84,3.78,NA,NA,NA,NA,NA,NA,2.35,2.34,2.44,2.13,17.31,15.19,15.62,13.77,10,13.34,14.21,15.27,15.16,9.33,8.39,8.14,3.9,3.73,3.97,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasas et al_25584,Cuatrecasas et al_25584,Cuatrecasas et al.,25584,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3250,54,59,NA,6.44,6.17,NA,157,NA,NA,2.9,NA,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,2.68,2.43,2.37,18.67,NA,NA,13.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.var.grandiflora
Cuatrecasas_9485,Cuatrecasas_9485,Cuatrecasas,9485,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3250,NA,NA,NA,NA,NA,NA,140,NA,NA,2.3,NA,NA,1,NA,NA,11,NA,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,2.8,1.93,1.85,12.86,16.9,15.34,7.75,10.12,8.59,11.03,10.99,10.01,6.26,6.52,5.56,2.03,1.56,1.49,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Betancur_8097,Betancur_8097,Betancur,8097,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,-74.21666,4.1166667,3350,NA,NA,NA,NA,NA,NA,67,NA,NA,1.8,NA,NA,3,NA,NA,13,NA,NA,1.45,NA,1.98,NA,NA,NA,NA,NA,NA,NA,1.64,1.51,1.71,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Cuatrecasas_13544,Cuatrecasas_13544,Cuatrecasas,13544,No,No,,Not present,E. grandiflora ssp. grandiflora var grandiflora,E. grandiflora ssp.grandiflora var grandiflora,E. grandiflora ssp.grandiflora var grandiflora,,NA,NA,3300,NA,NA,NA,NA,NA,NA,140,NA,NA,2.4,NA,NA,0,NA,NA,13,NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,1.87,2.23,1.94,17.34,16.9,NA,7.75,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Schultes_4065,Schultes_4065,Schultes,4065,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3150,35,34.7,NA,5.84,6.11,NA,111,NA,NA,2.1,NA,NA,2,0,NA,9,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,1.94,1.49,NA,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Garcia-Barriga_19419,Garcia-Barriga_19419,Garcia-Barriga,19419,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3000,29,29,30.5,5.11,4.85,5.04,85,NA,NA,2,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,2.06,NA,NA,18.49,20.4,16.44,9.96,10.66,9.73,13.35,11.48,10.98,6.32,6.49,5.96,2.37,2.08,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasas_9423,Cuatrecasas_9423,Cuatrecasas,9423,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3060,31,37,35,5.94,4.79,7.02,94,NA,NA,1.7,NA,NA,1,NA,NA,11,NA,NA,3.39,NA,2.76,1.98,NA,NA,NA,NA,NA,NA,1.65,1.7,2.45,2.55,19.72,17.92,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasas_9423A,Cuatrecasas_9423A,Cuatrecasas,9423A,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3060,37.5,36.5,41,8.5,8,7.7,109,NA,NA,2.4,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,2.26,1.89,1.85,14.82,NA,NA,10.14,NA,NA,13.69,13.9,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Killip et al._38067,Killip et al._38067,Killip et al.,38067,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3200,35.3,33.2,32.3,3.93,4.84,5.65,71.5,NA,NA,1.8,NA,NA,1,NA,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,1.83,1.43,1.79,17.27,NA,NA,5.91,NA,NA,12.47,13.25,NA,6.17,6.89,6.7,1.88,1.85,2.04,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasas_5517,Cuatrecasas_5517,Cuatrecasas,5517,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,2900,34.2,35.5,NA,3.65,5.35,NA,109,NA,NA,1.8,2.1,1.8,1,1,NA,11,10,NA,2.56,1.66,2.15,NA,1.06,NA,2.35,1.93,1.97,NA,1.73,1.69,1.49,1.35,14.85,15.24,15.62,9.4,8.72,7.68,13.68,13.93,14.53,6.42,5.69,6.03,2.08,1.97,2.46,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Garcia-Barriga_8103,Garcia-Barriga_8103,Garcia-Barriga,8103,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3400,30,39.5,NA,6.75,7.82,NA,126,NA,NA,2.8,NA,NA,1,1,NA,10,NA,NA,2.86,NA,2.16,2.32,NA,NA,NA,NA,NA,NA,2.23,2.52,2.28,1.7,23.11,19,17.95,12.16,11.9,10.58,20.33,19.2,NA,7.67,7.31,7.5,2.85,2.62,2.73,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasas et al_25567,Cuatrecasas et al_25567,Cuatrecasas et al.,25567,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3450,27.5,27.6,NA,4.71,3.94,NA,75,NA,NA,1.5,NA,NA,1,NA,NA,9,NA,NA,2.56,NA,2.25,2.21,NA,NA,NA,NA,NA,NA,2.43,2.36,2.38,2.35,15.89,19.46,17.18,12.38,9.35,9.98,15.81,18.24,16.81,7.06,8.99,7.28,2.44,3.65,1.87,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Uribe_2473,Uribe_2473,Uribe,2473,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3500,39,44,NA,7.77,5.42,NA,60.5,NA,NA,1.7,NA,NA,1,NA,NA,10,NA,NA,4.25,NA,3.88,3.87,NA,NA,NA,NA,NA,NA,2.24,2.32,1.99,NA,19.8,18.89,17.43,12,10,8.4,16,18.32,17.47,8.18,7.83,8.2,3.27,2.74,2.87,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cuatrecasa & Idrobo_26979,Cuatrecasa & Idrobo_26979,Cuatrecasa & Idrobo,26979,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3350,28,27.5,NA,1.41,2,NA,50.5,NA,NA,2.1,NA,NA,2,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1.46,1.57,1.43,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.attenuata
Cuatrecasa & Idrobo_26990,Cuatrecasa & Idrobo_26990,Cuatrecasa & Idrobo,26990,No,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora var. attenuata,,NA,NA,3350,29.5,27.5,37.2,3.1,3,2.83,51,NA,NA,1.7,NA,NA,1,NA,NA,7,NA,NA,2.08,NA,1.99,2.19,NA,NA,NA,NA,NA,NA,1.93,1.92,1.94,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
Humbert et al._26849,Humbert et al._26849,Humbert et al.,26849,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3300,46,NA,NA,7.06,NA,NA,79.5,NA,NA,1.6,NA,NA,1,NA,NA,6,NA,NA,5.76,NA,5.16,5.03,NA,NA,NA,NA,NA,NA,2.72,2.05,2.84,2.63,23.3,23.35,NA,18.47,17.52,NA,19.45,21.57,24.11,6.39,5.86,NA,1.75,1.73,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Garcia-Barriga & Stout_18893,Garcia-Barriga & Stout_18893,Garcia-Barriga & Stout,18893,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,3300,30,28,NA,4.57,4.17,NA,113,NA,NA,1.7,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,1.91,2.6,1.97,20,NA,NA,NA,NA,NA,13,NA,NA,6.68,NA,NA,1.57,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Garcia-Barriga_17574,Garcia-Barriga_17574,Garcia-Barriga,17574,No,No,,Not present,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,2400,26,NA,NA,3.04,NA,NA,85,NA,NA,1.3,NA,NA,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,1.88,1.8,2.02,14.9,NA,NA,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Garcia-Barriga_13390,Garcia-Barriga_13390,Garcia-Barriga,13390,No,No,,4,E. grandiflora var grandiflora,E. grandiflora var grandiflora,E. grandiflora var grandiflora,,NA,NA,2800,32.5,31,33,4.4,5,4.3,71,NA,NA,2.1,NA,NA,1,NA,NA,9,NA,NA,1.82,NA,0.8,0.98,NA,NA,NA,NA,NA,NA,2.11,1.88,1.66,NA,11.7,NA,NA,8.76,NA,NA,12.46,12.57,12.82,7.34,8.25,NA,2.39,2.71,NA,NO,NA,NA,Espeletia.grandiflora.ssp.grandiflora.var.grandiflora
Cleff_8054,Cleff_8054,Cleef,8054,No,No,,Not present,E. grandiflora var subnivalis,E. grandiflora var subnivalis,E. grandiflora var subnivalis,,NA,NA,4060,44,45.4,44.2,5.2,5.41,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,1.66,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,Espeletia.grandiflora.ssp.subnivalis
Rey & Buitrago_131,Rey & Buitrago_131,Rey & Buitrago,131,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,NA,NA,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
